epoch,loss,acc,mf1,wf1,kappa,ece
1,1.664907455444336,1.0,1.0,1.0,1.0,0.7566647976636887
2,1.6210540533065796,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3999999999999999,0.41842624048391974
3,1.5763248205184937,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3999999999999999,0.4186069617668787
4,1.5421087741851807,0.3333333333333333,0.25,0.16666666666666666,0.0,0.07930665214856464
5,1.5081346035003662,0.3333333333333333,0.25,0.16666666666666666,0.0,0.2343851973613103
6,1.4664077758789062,0.3333333333333333,0.25,0.16666666666666666,0.0,0.22870760162671405
7,1.4260092973709106,0.3333333333333333,0.25,0.16666666666666666,0.0,0.22267403205235797
