epoch,loss,acc,mf1,wf1,kappa,ece
1,1.6878310441970825,0.0,0.0,0.0,0.0,0.28084635734558105
2,1.6380209922790527,0.0,0.0,0.0,0.0,0.2800411581993103
3,1.5906236171722412,0.0,0.0,0.0,0.0,0.28623148798942566
4,1.5542439222335815,0.0,0.0,0.0,0.0,0.3030494451522827
5,1.5102230310440063,0.0,0.0,0.0,0.0,0.32709678014119464
6,1.4634729623794556,0.0,0.0,0.0,0.0,0.34782060980796814
7,1.4209942817687988,0.0,0.0,0.0,0.0,0.37085580825805664
